*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************************
*****          SMIC Interconnect Capacitance Table         ************
***********************************************************************

Process: 	0.11um Mixed Signal 1P8M Salicide, Dual Voltage (1.2V/3.3V)
Version: 	1.0
Date: 		2010-05-06
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	4.000	7.21E-02	5.22E-02	3.35E-03	7.82E-03	2.44E-02
0.180	5.000	7.12E-02	5.61E-02	3.35E-03	5.90E-03	2.64E-02
0.180	7.000	7.06E-02	6.09E-02	3.35E-03	3.74E-03	2.88E-02
0.180	10.000	7.03E-02	6.44E-02	3.35E-03	2.32E-03	3.05E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.91E-01	1.63E-02	5.62E-03	1.29E-01	5.34E-03
0.180	0.160	2.77E-01	1.66E-02	5.62E-03	1.22E-01	5.50E-03
0.180	0.180	2.55E-01	1.73E-02	5.62E-03	1.11E-01	5.83E-03
0.180	0.200	2.37E-01	1.79E-02	5.62E-03	1.02E-01	6.12E-03
0.180	0.250	2.04E-01	1.94E-02	5.62E-03	8.47E-02	6.90E-03
0.180	0.300	1.81E-01	2.09E-02	5.62E-03	7.30E-02	7.66E-03
0.180	0.400	1.53E-01	2.39E-02	5.62E-03	5.79E-02	9.13E-03
0.180	0.500	1.36E-01	2.67E-02	5.62E-03	4.84E-02	1.05E-02
0.180	0.600	1.24E-01	2.93E-02	5.62E-03	4.17E-02	1.19E-02
0.180	0.800	1.10E-01	3.42E-02	5.62E-03	3.27E-02	1.43E-02
0.180	1.000	1.01E-01	3.87E-02	5.62E-03	2.68E-02	1.66E-02
0.180	1.200	9.58E-02	4.27E-02	5.62E-03	2.26E-02	1.85E-02
0.180	1.400	9.22E-02	4.63E-02	5.62E-03	1.94E-02	2.03E-02
0.180	1.600	8.97E-02	4.94E-02	5.62E-03	1.69E-02	2.19E-02
0.180	1.800	8.79E-02	5.22E-02	5.62E-03	1.48E-02	2.33E-02
0.180	2.000	8.66E-02	5.48E-02	5.62E-03	1.31E-02	2.46E-02
0.180	2.500	8.45E-02	5.98E-02	5.62E-03	1.00E-02	2.71E-02
0.180	3.000	8.35E-02	6.36E-02	5.62E-03	7.90E-03	2.90E-02
0.180	4.000	8.25E-02	6.89E-02	5.62E-03	5.30E-03	3.16E-02
0.180	5.000	8.22E-02	7.20E-02	5.62E-03	3.82E-03	3.32E-02
0.180	7.000	8.19E-02	7.56E-02	5.62E-03	2.40E-03	3.50E-02
0.180	10.000	8.18E-02	7.78E-02	5.62E-03	1.55E-03	3.61E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M4-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.96E-01	3.70E-02	1.74E-02	1.24E-01	9.81E-03
0.180	0.160	2.83E-01	3.79E-02	1.74E-02	1.17E-01	1.03E-02
0.180	0.180	2.62E-01	3.96E-02	1.74E-02	1.06E-01	1.11E-02
0.180	0.200	2.44E-01	4.13E-02	1.74E-02	9.64E-02	1.20E-02
0.180	0.250	2.13E-01	4.55E-02	1.74E-02	7.88E-02	1.41E-02
0.180	0.300	1.92E-01	4.94E-02	1.74E-02	6.66E-02	1.60E-02
0.180	0.400	1.66E-01	5.64E-02	1.74E-02	5.06E-02	1.95E-02
0.180	0.500	1.52E-01	6.27E-02	1.74E-02	4.05E-02	2.27E-02
0.180	0.600	1.43E-01	6.83E-02	1.74E-02	3.34E-02	2.54E-02
0.180	0.800	1.33E-01	7.76E-02	1.74E-02	2.42E-02	3.01E-02
0.180	1.000	1.28E-01	8.48E-02	1.74E-02	1.84E-02	3.37E-02
0.180	1.200	1.25E-01	9.05E-02	1.74E-02	1.46E-02	3.66E-02
0.180	1.400	1.23E-01	9.51E-02	1.74E-02	1.18E-02	3.89E-02
0.180	1.600	1.22E-01	9.87E-02	1.74E-02	9.76E-03	4.07E-02
0.180	1.800	1.22E-01	1.02E-01	1.74E-02	8.19E-03	4.21E-02
0.180	2.000	1.21E-01	1.04E-01	1.74E-02	6.99E-03	4.33E-02
0.180	2.500	1.21E-01	1.08E-01	1.74E-02	5.00E-03	4.53E-02
0.180	3.000	1.21E-01	1.11E-01	1.74E-02	3.75E-03	4.66E-02
0.180	4.000	1.20E-01	1.14E-01	1.74E-02	2.42E-03	4.83E-02
0.180	5.000	1.20E-01	1.15E-01	1.74E-02	1.89E-03	4.89E-02
0.180	7.000	1.20E-01	1.17E-01	1.74E-02	1.28E-03	4.97E-02
0.180	10.000	1.20E-01	1.18E-01	1.74E-02	9.32E-04	5.03E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	9.44E-03	1.85E-03	1.30E-01	3.79E-03
0.180	0.160	2.77E-01	9.57E-03	1.85E-03	1.23E-01	3.86E-03
0.180	0.180	2.54E-01	9.83E-03	1.85E-03	1.12E-01	3.99E-03
0.180	0.200	2.36E-01	1.01E-02	1.85E-03	1.03E-01	4.12E-03
0.180	0.250	2.03E-01	1.08E-02	1.85E-03	8.62E-02	4.45E-03
0.180	0.300	1.80E-01	1.14E-02	1.85E-03	7.48E-02	4.75E-03
0.180	0.400	1.51E-01	1.25E-02	1.85E-03	6.01E-02	5.32E-03
0.180	0.500	1.33E-01	1.36E-02	1.85E-03	5.09E-02	5.86E-03
0.180	0.600	1.21E-01	1.46E-02	1.85E-03	4.47E-02	6.37E-03
0.180	0.800	1.05E-01	1.64E-02	1.85E-03	3.66E-02	7.29E-03
0.180	1.000	9.53E-02	1.82E-02	1.85E-03	3.14E-02	8.19E-03
0.180	1.200	8.86E-02	1.99E-02	1.85E-03	2.78E-02	9.02E-03
0.180	1.400	8.38E-02	2.15E-02	1.85E-03	2.51E-02	9.81E-03
0.180	1.600	8.02E-02	2.29E-02	1.85E-03	2.29E-02	1.05E-02
0.180	1.800	7.73E-02	2.43E-02	1.85E-03	2.11E-02	1.12E-02
0.180	2.000	7.49E-02	2.57E-02	1.85E-03	1.95E-02	1.19E-02
0.180	2.500	7.07E-02	2.88E-02	1.85E-03	1.66E-02	1.35E-02
0.180	3.000	6.79E-02	3.16E-02	1.85E-03	1.43E-02	1.49E-02
0.180	4.000	6.48E-02	3.63E-02	1.85E-03	1.11E-02	1.72E-02
0.180	5.000	6.30E-02	4.01E-02	1.85E-03	8.98E-03	1.91E-02
0.180	7.000	6.15E-02	4.53E-02	1.85E-03	6.31E-03	2.17E-02
0.180	10.000	6.06E-02	5.02E-02	1.85E-03	4.16E-03	2.42E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M5-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	9.61E-03	1.94E-03	1.30E-01	3.83E-03
0.180	0.160	2.77E-01	9.75E-03	1.94E-03	1.23E-01	3.90E-03
0.180	0.180	2.54E-01	1.00E-02	1.94E-03	1.12E-01	4.04E-03
0.180	0.200	2.36E-01	1.03E-02	1.94E-03	1.03E-01	4.18E-03
0.180	0.250	2.03E-01	1.10E-02	1.94E-03	8.62E-02	4.53E-03
0.180	0.300	1.80E-01	1.16E-02	1.94E-03	7.47E-02	4.83E-03
0.180	0.400	1.51E-01	1.28E-02	1.94E-03	6.00E-02	5.42E-03
0.180	0.500	1.33E-01	1.39E-02	1.94E-03	5.09E-02	5.97E-03
0.180	0.600	1.21E-01	1.49E-02	1.94E-03	4.47E-02	6.49E-03
0.180	0.800	1.05E-01	1.69E-02	1.94E-03	3.65E-02	7.50E-03
0.180	1.000	9.54E-02	1.87E-02	1.94E-03	3.13E-02	8.40E-03
0.180	1.200	8.87E-02	2.05E-02	1.94E-03	2.77E-02	9.27E-03
0.180	1.400	8.39E-02	2.21E-02	1.94E-03	2.49E-02	1.01E-02
0.180	1.600	8.03E-02	2.37E-02	1.94E-03	2.28E-02	1.09E-02
0.180	1.800	7.74E-02	2.52E-02	1.94E-03	2.09E-02	1.16E-02
0.180	2.000	7.51E-02	2.66E-02	1.94E-03	1.93E-02	1.23E-02
0.180	2.500	7.10E-02	2.98E-02	1.94E-03	1.64E-02	1.39E-02
0.180	3.000	6.82E-02	3.26E-02	1.94E-03	1.41E-02	1.54E-02
0.180	4.000	6.51E-02	3.74E-02	1.94E-03	1.09E-02	1.77E-02
0.180	5.000	6.35E-02	4.12E-02	1.94E-03	8.73E-03	1.96E-02
0.180	7.000	6.21E-02	4.65E-02	1.94E-03	6.08E-03	2.23E-02
0.180	10.000	6.13E-02	5.13E-02	1.94E-03	3.98E-03	2.47E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	1.05E-02	2.39E-03	1.30E-01	4.06E-03
0.180	0.160	2.77E-01	1.06E-02	2.39E-03	1.23E-01	4.13E-03
0.180	0.180	2.54E-01	1.10E-02	2.39E-03	1.12E-01	4.31E-03
0.180	0.200	2.36E-01	1.13E-02	2.39E-03	1.03E-01	4.45E-03
0.180	0.250	2.03E-01	1.20E-02	2.39E-03	8.59E-02	4.82E-03
0.180	0.300	1.80E-01	1.28E-02	2.39E-03	7.45E-02	5.21E-03
0.180	0.400	1.51E-01	1.42E-02	2.39E-03	5.98E-02	5.90E-03
0.180	0.500	1.33E-01	1.55E-02	2.39E-03	5.07E-02	6.55E-03
0.180	0.600	1.21E-01	1.67E-02	2.39E-03	4.43E-02	7.18E-03
0.180	0.800	1.05E-01	1.91E-02	2.39E-03	3.61E-02	8.37E-03
0.180	1.000	9.58E-02	2.13E-02	2.39E-03	3.08E-02	9.47E-03
0.180	1.200	8.93E-02	2.34E-02	2.39E-03	2.71E-02	1.05E-02
0.180	1.400	8.46E-02	2.54E-02	2.39E-03	2.42E-02	1.15E-02
0.180	1.600	8.12E-02	2.72E-02	2.39E-03	2.19E-02	1.24E-02
0.180	1.800	7.84E-02	2.89E-02	2.39E-03	2.00E-02	1.33E-02
0.180	2.000	7.62E-02	3.06E-02	2.39E-03	1.84E-02	1.41E-02
0.180	2.500	7.24E-02	3.43E-02	2.39E-03	1.53E-02	1.60E-02
0.180	3.000	7.00E-02	3.76E-02	2.39E-03	1.30E-02	1.76E-02
0.180	4.000	6.73E-02	4.26E-02	2.39E-03	9.72E-03	2.01E-02
0.180	5.000	6.59E-02	4.66E-02	2.39E-03	7.60E-03	2.21E-02
0.180	7.000	6.49E-02	5.18E-02	2.39E-03	5.12E-03	2.47E-02
0.180	10.000	6.43E-02	5.61E-02	2.39E-03	3.25E-03	2.69E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	1.23E-02	3.35E-03	1.29E-01	4.49E-03
0.180	0.160	2.77E-01	1.25E-02	3.35E-03	1.23E-01	4.60E-03
0.180	0.180	2.54E-01	1.30E-02	3.35E-03	1.11E-01	4.81E-03
0.180	0.200	2.36E-01	1.33E-02	3.35E-03	1.02E-01	4.99E-03
0.180	0.250	2.03E-01	1.43E-02	3.35E-03	8.55E-02	5.48E-03
0.180	0.300	1.80E-01	1.53E-02	3.35E-03	7.41E-02	5.96E-03
0.180	0.400	1.52E-01	1.71E-02	3.35E-03	5.93E-02	6.90E-03
0.180	0.500	1.34E-01	1.89E-02	3.35E-03	5.00E-02	7.78E-03
0.180	0.600	1.22E-01	2.06E-02	3.35E-03	4.36E-02	8.62E-03
0.180	0.800	1.06E-01	2.38E-02	3.35E-03	3.51E-02	1.02E-02
0.180	1.000	9.71E-02	2.68E-02	3.35E-03	2.96E-02	1.17E-02
0.180	1.200	9.09E-02	2.95E-02	3.35E-03	2.57E-02	1.31E-02
0.180	1.400	8.66E-02	3.20E-02	3.35E-03	2.26E-02	1.43E-02
0.180	1.600	8.34E-02	3.44E-02	3.35E-03	2.02E-02	1.55E-02
0.180	1.800	8.09E-02	3.66E-02	3.35E-03	1.82E-02	1.66E-02
0.180	2.000	7.91E-02	3.87E-02	3.35E-03	1.65E-02	1.77E-02
0.180	2.500	7.59E-02	4.31E-02	3.35E-03	1.33E-02	1.99E-02
0.180	3.000	7.40E-02	4.68E-02	3.35E-03	1.09E-02	2.17E-02
0.180	4.000	7.21E-02	5.21E-02	3.35E-03	7.87E-03	2.44E-02
0.180	5.000	7.12E-02	5.60E-02	3.35E-03	5.96E-03	2.63E-02
0.180	7.000	7.06E-02	6.08E-02	3.35E-03	3.78E-03	2.87E-02
0.180	10.000	7.03E-02	6.44E-02	3.35E-03	2.34E-03	3.05E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.91E-01	1.63E-02	5.62E-03	1.29E-01	5.35E-03
0.180	0.160	2.77E-01	1.67E-02	5.62E-03	1.22E-01	5.52E-03
0.180	0.180	2.55E-01	1.73E-02	5.62E-03	1.11E-01	5.85E-03
0.180	0.200	2.37E-01	1.79E-02	5.62E-03	1.02E-01	6.13E-03
0.180	0.250	2.04E-01	1.94E-02	5.62E-03	8.46E-02	6.90E-03
0.180	0.300	1.81E-01	2.10E-02	5.62E-03	7.30E-02	7.67E-03
0.180	0.400	1.53E-01	2.39E-02	5.62E-03	5.79E-02	9.14E-03
0.180	0.500	1.36E-01	2.67E-02	5.62E-03	4.84E-02	1.05E-02
0.180	0.600	1.24E-01	2.93E-02	5.62E-03	4.17E-02	1.19E-02
0.180	0.800	1.10E-01	3.43E-02	5.62E-03	3.27E-02	1.43E-02
0.180	1.000	1.01E-01	3.87E-02	5.62E-03	2.68E-02	1.66E-02
0.180	1.200	9.58E-02	4.27E-02	5.62E-03	2.26E-02	1.85E-02
0.180	1.400	9.22E-02	4.62E-02	5.62E-03	1.94E-02	2.03E-02
0.180	1.600	8.97E-02	4.94E-02	5.62E-03	1.69E-02	2.19E-02
0.180	1.800	8.79E-02	5.22E-02	5.62E-03	1.48E-02	2.33E-02
0.180	2.000	8.66E-02	5.46E-02	5.62E-03	1.32E-02	2.45E-02
0.180	2.500	8.46E-02	5.96E-02	5.62E-03	1.00E-02	2.70E-02
0.180	3.000	8.35E-02	6.35E-02	5.62E-03	7.92E-03	2.90E-02
0.180	4.000	8.25E-02	6.88E-02	5.62E-03	5.33E-03	3.16E-02
0.180	5.000	8.22E-02	7.20E-02	5.62E-03	3.87E-03	3.32E-02
0.180	7.000	8.19E-02	7.55E-02	5.62E-03	2.43E-03	3.49E-02
0.180	10.000	8.18E-02	7.78E-02	5.62E-03	1.57E-03	3.61E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M5-M4 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.96E-01	3.70E-02	1.74E-02	1.24E-01	9.83E-03
0.180	0.160	2.83E-01	3.79E-02	1.74E-02	1.17E-01	1.03E-02
0.180	0.180	2.62E-01	3.96E-02	1.74E-02	1.06E-01	1.11E-02
0.180	0.200	2.44E-01	4.14E-02	1.74E-02	9.64E-02	1.20E-02
0.180	0.250	2.13E-01	4.55E-02	1.74E-02	7.88E-02	1.41E-02
0.180	0.300	1.92E-01	4.94E-02	1.74E-02	6.66E-02	1.60E-02
0.180	0.400	1.66E-01	5.65E-02	1.74E-02	5.06E-02	1.96E-02
0.180	0.500	1.52E-01	6.28E-02	1.74E-02	4.05E-02	2.27E-02
0.180	0.600	1.43E-01	6.83E-02	1.74E-02	3.34E-02	2.55E-02
0.180	0.800	1.33E-01	7.76E-02	1.74E-02	2.41E-02	3.01E-02
0.180	1.000	1.28E-01	8.48E-02	1.74E-02	1.84E-02	3.37E-02
0.180	1.200	1.25E-01	9.05E-02	1.74E-02	1.45E-02	3.66E-02
0.180	1.400	1.23E-01	9.51E-02	1.74E-02	1.18E-02	3.88E-02
0.180	1.600	1.22E-01	9.85E-02	1.74E-02	9.72E-03	4.06E-02
0.180	1.800	1.22E-01	1.01E-01	1.74E-02	8.18E-03	4.21E-02
0.180	2.000	1.21E-01	1.04E-01	1.74E-02	6.99E-03	4.33E-02
0.180	2.500	1.21E-01	1.08E-01	1.74E-02	5.02E-03	4.53E-02
0.180	3.000	1.21E-01	1.11E-01	1.74E-02	3.77E-03	4.66E-02
0.180	4.000	1.20E-01	1.14E-01	1.74E-02	2.45E-03	4.82E-02
0.180	5.000	1.20E-01	1.16E-01	1.74E-02	1.80E-03	4.91E-02
0.180	7.000	1.20E-01	1.17E-01	1.74E-02	1.30E-03	4.97E-02
0.180	10.000	1.20E-01	1.18E-01	1.74E-02	9.45E-04	5.03E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	8.69E-03	1.51E-03	1.30E-01	3.59E-03
0.180	0.160	2.77E-01	8.82E-03	1.51E-03	1.23E-01	3.65E-03
0.180	0.180	2.54E-01	9.04E-03	1.51E-03	1.12E-01	3.76E-03
0.180	0.200	2.36E-01	9.28E-03	1.51E-03	1.03E-01	3.88E-03
0.180	0.250	2.03E-01	9.85E-03	1.51E-03	8.62E-02	4.17E-03
0.180	0.300	1.80E-01	1.04E-02	1.51E-03	7.49E-02	4.46E-03
0.180	0.400	1.51E-01	1.14E-02	1.51E-03	6.02E-02	4.95E-03
0.180	0.500	1.33E-01	1.23E-02	1.51E-03	5.12E-02	5.41E-03
0.180	0.600	1.21E-01	1.32E-02	1.51E-03	4.50E-02	5.83E-03
0.180	0.800	1.05E-01	1.47E-02	1.51E-03	3.69E-02	6.59E-03
0.180	1.000	9.51E-02	1.62E-02	1.51E-03	3.18E-02	7.34E-03
0.180	1.200	8.84E-02	1.76E-02	1.51E-03	2.83E-02	8.02E-03
0.180	1.400	8.35E-02	1.89E-02	1.51E-03	2.56E-02	8.68E-03
0.180	1.600	7.98E-02	2.01E-02	1.51E-03	2.35E-02	9.31E-03
0.180	1.800	7.68E-02	2.13E-02	1.51E-03	2.18E-02	9.90E-03
0.180	2.000	7.44E-02	2.25E-02	1.51E-03	2.03E-02	1.05E-02
0.180	2.500	6.99E-02	2.51E-02	1.51E-03	1.75E-02	1.18E-02
0.180	3.000	6.69E-02	2.75E-02	1.51E-03	1.54E-02	1.30E-02
0.180	4.000	6.33E-02	3.15E-02	1.51E-03	1.23E-02	1.50E-02
0.180	5.000	6.12E-02	3.51E-02	1.51E-03	1.02E-02	1.68E-02
0.180	7.000	5.92E-02	4.03E-02	1.51E-03	7.42E-03	1.94E-02
0.180	10.000	5.80E-02	4.57E-02	1.51E-03	4.94E-03	2.21E-02
------	-------	--------	--------	--------	--------	--------

*********************************
* Layers:	M6-POLY (on AA) *
*********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	8.82E-03	1.57E-03	1.30E-01	3.62E-03
0.180	0.160	2.77E-01	8.95E-03	1.57E-03	1.23E-01	3.69E-03
0.180	0.180	2.54E-01	9.20E-03	1.57E-03	1.12E-01	3.82E-03
0.180	0.200	2.36E-01	9.47E-03	1.57E-03	1.03E-01	3.95E-03
0.180	0.250	2.03E-01	1.01E-02	1.57E-03	8.63E-02	4.24E-03
0.180	0.300	1.80E-01	1.06E-02	1.57E-03	7.48E-02	4.50E-03
0.180	0.400	1.51E-01	1.16E-02	1.57E-03	6.02E-02	5.02E-03
0.180	0.500	1.33E-01	1.26E-02	1.57E-03	5.11E-02	5.49E-03
0.180	0.600	1.21E-01	1.34E-02	1.57E-03	4.49E-02	5.93E-03
0.180	0.800	1.05E-01	1.51E-02	1.57E-03	3.68E-02	6.75E-03
0.180	1.000	9.51E-02	1.65E-02	1.57E-03	3.17E-02	7.48E-03
0.180	1.200	8.85E-02	1.80E-02	1.57E-03	2.82E-02	8.19E-03
0.180	1.400	8.36E-02	1.93E-02	1.57E-03	2.55E-02	8.87E-03
0.180	1.600	7.99E-02	2.06E-02	1.57E-03	2.34E-02	9.54E-03
0.180	1.800	7.68E-02	2.19E-02	1.57E-03	2.17E-02	1.02E-02
0.180	2.000	7.44E-02	2.30E-02	1.57E-03	2.02E-02	1.07E-02
0.180	2.500	7.00E-02	2.57E-02	1.57E-03	1.73E-02	1.21E-02
0.180	3.000	6.71E-02	2.82E-02	1.57E-03	1.52E-02	1.33E-02
0.180	4.000	6.35E-02	3.23E-02	1.57E-03	1.21E-02	1.54E-02
0.180	5.000	6.16E-02	3.60E-02	1.57E-03	1.00E-02	1.72E-02
0.180	7.000	5.94E-02	4.12E-02	1.57E-03	7.10E-03	1.98E-02
0.180	10.000	5.84E-02	4.66E-02	1.57E-03	4.76E-03	2.25E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M1 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	9.43E-03	1.85E-03	1.30E-01	3.79E-03
0.180	0.160	2.77E-01	9.57E-03	1.85E-03	1.23E-01	3.86E-03
0.180	0.180	2.54E-01	9.83E-03	1.85E-03	1.12E-01	3.99E-03
0.180	0.200	2.36E-01	1.01E-02	1.85E-03	1.03E-01	4.13E-03
0.180	0.250	2.03E-01	1.08E-02	1.85E-03	8.61E-02	4.46E-03
0.180	0.300	1.80E-01	1.14E-02	1.85E-03	7.47E-02	4.77E-03
0.180	0.400	1.51E-01	1.26E-02	1.85E-03	6.00E-02	5.35E-03
0.180	0.500	1.33E-01	1.36E-02	1.85E-03	5.10E-02	5.88E-03
0.180	0.600	1.21E-01	1.46E-02	1.85E-03	4.47E-02	6.38E-03
0.180	0.800	1.05E-01	1.65E-02	1.85E-03	3.66E-02	7.32E-03
0.180	1.000	9.54E-02	1.82E-02	1.85E-03	3.14E-02	8.18E-03
0.180	1.200	8.88E-02	1.98E-02	1.85E-03	2.78E-02	9.00E-03
0.180	1.400	8.39E-02	2.15E-02	1.85E-03	2.50E-02	9.80E-03
0.180	1.600	8.03E-02	2.30E-02	1.85E-03	2.29E-02	1.06E-02
0.180	1.800	7.75E-02	2.43E-02	1.85E-03	2.11E-02	1.12E-02
0.180	2.000	7.50E-02	2.57E-02	1.85E-03	1.96E-02	1.19E-02
0.180	2.500	7.08E-02	2.88E-02	1.85E-03	1.66E-02	1.35E-02
0.180	3.000	6.81E-02	3.16E-02	1.85E-03	1.44E-02	1.49E-02
0.180	4.000	6.49E-02	3.61E-02	1.85E-03	1.13E-02	1.71E-02
0.180	5.000	6.31E-02	3.99E-02	1.85E-03	9.09E-03	1.90E-02
0.180	7.000	6.16E-02	4.53E-02	1.85E-03	6.39E-03	2.17E-02
0.180	10.000	6.07E-02	5.05E-02	1.85E-03	4.10E-03	2.43E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M2 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	1.05E-02	2.39E-03	1.30E-01	4.07E-03
0.180	0.160	2.77E-01	1.07E-02	2.39E-03	1.23E-01	4.15E-03
0.180	0.180	2.54E-01	1.10E-02	2.39E-03	1.12E-01	4.32E-03
0.180	0.200	2.36E-01	1.13E-02	2.39E-03	1.03E-01	4.47E-03
0.180	0.250	2.03E-01	1.21E-02	2.39E-03	8.59E-02	4.86E-03
0.180	0.300	1.80E-01	1.28E-02	2.39E-03	7.45E-02	5.23E-03
0.180	0.400	1.51E-01	1.43E-02	2.39E-03	5.98E-02	5.93E-03
0.180	0.500	1.33E-01	1.56E-02	2.39E-03	5.06E-02	6.58E-03
0.180	0.600	1.21E-01	1.68E-02	2.39E-03	4.43E-02	7.20E-03
0.180	0.800	1.06E-01	1.91E-02	2.39E-03	3.60E-02	8.37E-03
0.180	1.000	9.59E-02	2.13E-02	2.39E-03	3.08E-02	9.47E-03
0.180	1.200	8.95E-02	2.34E-02	2.39E-03	2.70E-02	1.05E-02
0.180	1.400	8.48E-02	2.54E-02	2.39E-03	2.42E-02	1.15E-02
0.180	1.600	8.12E-02	2.72E-02	2.39E-03	2.19E-02	1.24E-02
0.180	1.800	7.85E-02	2.89E-02	2.39E-03	2.00E-02	1.32E-02
0.180	2.000	7.64E-02	3.06E-02	2.39E-03	1.84E-02	1.41E-02
0.180	2.500	7.26E-02	3.42E-02	2.39E-03	1.53E-02	1.59E-02
0.180	3.000	7.02E-02	3.74E-02	2.39E-03	1.31E-02	1.75E-02
0.180	4.000	6.75E-02	4.25E-02	2.39E-03	9.84E-03	2.01E-02
0.180	5.000	6.61E-02	4.65E-02	2.39E-03	7.73E-03	2.20E-02
0.180	7.000	6.49E-02	5.17E-02	2.39E-03	5.20E-03	2.47E-02
0.180	10.000	6.43E-02	5.61E-02	2.39E-03	3.29E-03	2.69E-02
------	-------	--------	--------	--------	--------	--------

***********************
* Layers:	M6-M3 *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.180	0.150	2.90E-01	1.24E-02	3.35E-03	1.29E-01	4.51E-03
0.180	0.160	2.77E-01	1.26E-02	3.35E-03	1.23E-01	4.62E-03
0.180	0.180	2.54E-01	1.30E-02	3.35E-03	1.11E-01	4.84E-03
